name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"17.4116, 78.3987",2022-05-02T00:00:00,88.7,89.4,62.6,41.86,0,0,,0,0,18.6,9.2,130,1008,50,3.1,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-02T01:00:00,86,87.1,63.5,47.07,0,0,,0,0,16.3,5.8,110,1008,50,3.1,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-02T02:00:00,87.4,90.1,66.5,50,0,0,,0,0,17.4,8.6,139,1003.4,80.4,5.5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T03:00:00,84.2,86.1,65.3,53.1,0,0,,0,0,13.6,8.6,170,1007,50,3.1,0,,0,60,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-02T04:00:00,84.2,85,62.6,48.35,0,0,,0,0,11.6,9.2,195,1007,50,3.1,0,,0,60,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-02T05:00:00,84.3,86.9,66.9,56.11,0,0,,0,0,13,5.5,158,1004.4,57.6,5.5,0,,0,30,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T06:00:00,84.2,86.5,66.2,54.83,0,0,,0,0,13.9,9.7,220,1009,50,3.1,0,,0,30,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-02T07:00:00,84.2,88.3,69.5,61.51,0,0,,0,0,11.6,5.8,256,1010,83.4,3.6,22,0.1,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T08:00:00,87.3,91.8,69.4,55.32,0,0,,0,0,10.1,5.6,265,1007.1,60.3,4.9,159,0.6,2,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T09:00:00,89.7,92.8,66.7,46.84,0,0,,0,0,10.7,6.4,285,1011,83.4,3.7,457,1.6,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T10:00:00,91.5,93.6,64.8,41.4,0,0,,0,0,12.1,5,270,1010,50,3.7,607,2.2,6,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T11:00:00,95.2,97.1,63.7,35.51,0,0,,0,0,10.7,4.7,299,1006.4,31.6,4.9,481,1.7,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T12:00:00,95.4,96.7,62.6,34.01,0,0,,0,0,8.9,4,326,1009,30.9,3.7,609,2.2,6,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T13:00:00,97.2,97.1,59.3,28.61,0,0,,0,0,5.6,5,352,1007,50,3.7,915,3.3,9,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T14:00:00,101.9,102.7,59.9,25.39,0,0,,0,0,6.5,3.5,310,1003.2,45.4,4.9,994,3.6,10,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T15:00:00,98.9,99.5,60.3,28.18,0,0,,0,0,8.1,5.3,18,1006,50,3.7,828,3,8,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T16:00:00,100.7,100.1,57.2,23.91,0,0,,0,0,8.5,4.9,8,1006,50,3.7,741,2.7,7,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T17:00:00,101.6,100.1,54.4,21.02,0,0,,0,0,6.7,2.9,47,1002.2,45.3,4.9,425,1.5,4,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T18:00:00,95.4,94.9,58.7,29.65,0,0,,0,0,18.8,2.8,63,1014.5,50,3.7,183,0.7,2,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T19:00:00,90.4,90.8,61.8,38.64,0,0,,0,0,13.2,0.8,28,1007,30.9,3.7,65,0.2,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T20:00:00,90.9,90.3,59.3,34.72,0,0,,0,0,12.8,1.2,130,1004.4,40.2,4.9,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T21:00:00,85.1,86.3,63.6,48.65,0,0,,0,0,11.6,0.8,38,1008,30.9,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-02T22:00:00,91.4,90.7,59,33.88,0,0,,0,0,5.8,5.8,125,1009,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-02T23:00:00,89.4,89,59.9,37.24,0,0,,0,0,10.5,0.8,130,1003.1,42.4,5.6,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T00:00:00,87.8,88.1,61.7,41.72,0,0,,0,0,19.7,5.3,155,1008,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-03T01:00:00,87.8,87.8,60.8,40.45,0,0,,0,0,16.1,5.2,185,1008,50,3.7,0,,0,3,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-03T02:00:00,88.7,88.3,59.9,38.13,0,0,,0,0,15.2,1.7,190,1002.4,42.4,5.6,0,,0,3,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T03:00:00,87.8,88.5,62.6,43.1,0,0,,0,0,15.2,7.5,200,1007,50,3.7,0,,0,3,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-03T04:00:00,85.1,85.9,62.6,46.94,0,0,,0,0,15.2,5.8,175,1008,50,3.7,0,,0,3,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-03T05:00:00,84.9,86.9,65.5,52.44,0,0,,0,0,15.9,0.7,146.5,1003.3,42.4,2.8,0,,0,8,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T06:00:00,83.3,83.7,60.9,46.83,0,0,,0,0,10.5,4.7,144.9,1009,68.5,3.7,0,,0,3,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-03T07:00:00,82.8,87.7,71.6,68.96,0,0,,0,0,6.5,0.7,26,1010,55.7,3.2,24,0.1,0,3,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T08:00:00,85.8,92.1,72.1,63.83,0,0,,0,0,2.5,4.1,124,1007.8,51,3.2,215,0.8,2,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T09:00:00,86.5,92,70.8,59.63,0,0,,0,0,5.1,5,94,1011,21.4,3.7,459,1.7,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T10:00:00,89.9,97.9,72.7,57.28,0,0,,0,0,4.5,4,99,1011,12,3.7,683,2.5,7,10,Clear,clear-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T11:00:00,93,100.6,71.6,49.92,0,0,,0,0,4,4.8,100,1007.5,42.4,4.9,862,3.1,9,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T12:00:00,93.3,100.7,71.2,48.81,0,0,,0,0,3.8,4.2,70,1010,12,3.7,983,3.5,10,10,Clear,clear-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T13:00:00,96.7,104.7,71.1,43.84,0,0,,0,0,5.6,3.9,120,1009,6.6,3.7,1032,3.7,10,10,Clear,clear-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T14:00:00,98.7,103.6,67.1,35.92,0,0,,0,0,5.1,3.4,130,1004.9,27.6,4.9,808,2.9,8,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T15:00:00,98.9,105.6,69.2,38.4,0,0,,0,0,3.6,2.8,115,1007,6.6,3.7,582,2.1,6,10,Clear,clear-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T16:00:00,97.5,102.3,67.4,37.67,0,0,,0,0,7.6,2.8,81,1007,13.9,3.7,546,2,5,10,Clear,clear-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T17:00:00,98.8,102,64.8,33.17,0,0,,0,0,18.3,2.8,44,1003.4,44.7,4.9,255,0.9,3,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T18:00:00,95.1,99.2,67,39.9,0,0,,0,0,10.5,2.6,67.6,1007,12,3.7,309,1.1,3,10,Clear,clear-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T19:00:00,91.4,95.9,68.5,47.22,0,0,,0,0,3.8,3,80,1008,12,3.7,82,0.3,0,10,Clear,clear-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T20:00:00,92.4,97.4,68.9,46.43,0,0,,0,0,2.5,2.4,80,1004.8,35.6,4.9,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T21:00:00,89.6,95.7,70.8,54.1,0,0,,0,0,6.7,3,90,1009,30.9,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-03T22:00:00,87.8,91.4,68,51.93,0.012,100,rain,0,0,22.6,8.7,100,1009,50,3.7,0,,0,10,"Rain, Partially cloudy",rain,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-03T23:00:00,88.5,94.7,71.2,56.76,0,0,,0,0,30.9,5.5,109,1004.8,50,5.6,0,,0,5,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T00:00:00,83.3,88.5,71.6,67.86,0,0,,0,0,21.3,12.6,130,1009,50,3.7,0,,0,5,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-04T01:00:00,81.5,86.9,73.4,76.44,0,0,,0,0,15,10.5,110,1009,50,3.7,0,,0,3,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-04T02:00:00,82.9,88.9,73.2,72.61,0,0,,0,0,16.8,3.5,100,1004.9,50,2.8,0,,0,3,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T03:00:00,80.6,86.6,76.1,86.15,0,0,,0,0,21,15,120,1009,50,3.1,0,,0,3,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-04T04:00:00,78.8,78.8,77,94.23,0,0,,0,0,20.1,13.9,125,1010,50,3.1,0,,0,8,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-04T05:00:00,80.6,86.9,76.5,87.31,0.012,100,rain,0,0,16.3,7.9,17,1007.4,84.8,2.5,0,,0,30,"Rain, Partially cloudy",rain,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T06:00:00,68.9,68.9,67.1,94,0,0,,0,0,34.4,23,45,1013,94.9,1.2,0,,0,10,Overcast,cloudy,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-04T07:00:00,66.5,66.5,66.5,100,0,0,,0,0,28.9,8.9,114,1013.8,98.4,1.9,3,0,0,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T08:00:00,69.1,69.1,67.4,94.27,2.469,100,rain,0,0,5.1,7.4,73,1012.5,98.4,1.7,19,0.1,0,10,"Rain, Overcast",rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T09:00:00,68.9,68.9,68.3,97.76,0,0,,0,0,1.3,5.3,151,1014,98.4,2.5,48,0.2,0,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T10:00:00,72.3,72.3,69.5,91.19,0,0,,0,0,1.6,1.7,32,1013,89.1,3.5,95,0.3,1,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T11:00:00,78.7,78.7,69.5,73.43,0.118,100,rain,0,0,3.1,1,140,1010.6,93.7,3.1,210,0.8,2,10,"Rain, Overcast",rain,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T12:00:00,79.8,79.8,74,82.47,0,0,,0,0,3.4,4,135,1012.8,89.1,3.7,466,1.7,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T13:00:00,86.7,93.1,72,61.75,0,0,,0,0,4,3.8,130,1011.8,89.1,3.7,418,1.5,4,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T14:00:00,90.9,92.4,63.9,40.87,0,0,,0,0,4.3,3,282.3,1008.1,93.7,3.2,795,2.9,8,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T15:00:00,90.1,92.6,65.7,44.61,0,0,,0,0,5.4,4.2,60,1010,89.1,3.7,879,3.2,9,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T16:00:00,84.9,90.2,71.2,63.73,0,0,,0,0,5.1,4.4,80,1010,33.9,3.7,747,2.7,7,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T17:00:00,85.3,88.2,67.3,54.97,0,0,,0,0,4.7,3.3,103,1007.1,53.9,4.9,535,1.9,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T18:00:00,81.3,85.5,71.5,72.25,0,0,,0,0,3.8,4.4,95,1010,12,3.7,310,1.1,3,10,Clear,clear-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T19:00:00,79.2,79.2,71.2,76.6,0,0,,0,0,2.2,3.1,115,1011,12,3.7,85,0.3,0,10,Clear,clear-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T20:00:00,80.7,83.2,67.3,63.69,0,0,,0,0,4.9,2.6,130,1008.7,50,4.9,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T21:00:00,78.9,78.9,71.2,77.27,0,0,,0,0,5.4,2.9,140,1012,12,3.7,0,,0,10,Clear,clear-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T22:00:00,78.8,78.8,71.1,77.25,0,0,,0,0,8.9,0.8,34,1012,12,3.7,0,,0,10,Clear,clear-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-04T23:00:00,79.3,79.3,70,73.37,0,0,,0,0,16.1,0.8,120,1009.6,45.4,3.2,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T00:00:00,77.3,77.3,71.3,82,0,0,,0,0,11.2,0.8,35,1011,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T01:00:00,77,77,71.6,83.45,0,0,,0,0,8.1,5.8,140,1010,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-05T02:00:00,77.9,77.9,70,76.82,0,0,,0,0,6.5,1.4,130,1006.6,42.4,2.8,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T03:00:00,77,77,71.6,83.45,0,0,,0,0,3.4,4.7,228.9,1010,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-05T04:00:00,76.1,76.1,69.8,80.81,0,0,,0,0,1.8,4.7,210.8,1010,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-05T05:00:00,76.6,76.6,69.6,78.96,0,0,,0,0,1.6,1.1,122.7,1008.1,54.4,2.6,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T06:00:00,76.1,76.1,71.6,86.05,0,0,,0,0,1.3,8.1,320,1012,89,2.5,0,,0,10,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-05T07:00:00,82,86.6,71.5,70.52,0,0,,0,0,10.5,2.1,270,1013,55.7,2,24,0.1,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T08:00:00,85.4,89.3,68.9,58.07,0,0,,0,0,10.1,2.5,279,1010.2,60.5,2.6,142,0.5,1,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T09:00:00,86.3,91.6,70.7,59.89,0,0,,0,0,5.6,2.7,310,1013,89.1,3.2,449,1.6,4,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T10:00:00,85.3,89.2,69,58.41,0,0,,0,0,4.9,2.8,77,1012.8,89.1,3.7,636,2.3,6,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T11:00:00,89.8,90.3,62,39.63,0,0,,0,0,7.2,1.9,350,1009.1,84.5,4.9,710,2.6,7,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T12:00:00,91.5,93.4,64.5,41.01,0,0,,0,0,7.2,6.9,30,1008,90,3.7,931,3.4,9,10,Partially cloudy,partly-cloudy-day,43128599999
"17.4116, 78.3987",2022-05-05T13:00:00,93.3,96.3,65.8,40.55,0,0,,0,0,10.1,3.9,46,1010,55.7,3.7,1028,3.7,10,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T14:00:00,96.1,97.2,62,32.64,0,0,,0,0,8.3,4.7,360,1006,60.3,4.9,1009,3.6,10,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T15:00:00,95.3,97.3,63.9,35.71,0,0,,0,0,9.6,4,38,1008.8,55.7,3.7,914,3.3,9,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T16:00:00,93.7,95.5,63.9,37.45,0,0,,0,0,7.6,3.9,66,1008,33.9,3.7,289,1,3,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T17:00:00,95.3,94.7,58.6,29.66,0,0,,0,0,8.5,5.3,51,1004.2,40.1,4.9,49,0.2,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T18:00:00,90.3,92.7,65.7,44.42,0,0,,0,0,5.6,1.9,60,1008,30.9,3.7,73,0.3,1,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T19:00:00,85.3,88.2,67.2,54.91,0,0,,0,0,6.9,0.8,15,1009,36.6,3.7,83,0.3,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T20:00:00,85.8,87.3,64.4,48.97,0,0,,0,0,11.2,0.9,28,1006.6,37.3,4.9,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T21:00:00,81.5,85,69.4,66.76,0,0,,0,0,12.5,2.7,130,1010,30.9,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T22:00:00,79.9,79.9,69.4,70.52,0,0,,0,0,12.8,2.8,140,1010,30.9,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-05T23:00:00,84.4,87,66.7,55.38,0,0,,0,0,16.8,1,160,1005.1,50,5.6,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T00:00:00,84.2,86.5,66.2,54.83,0,0,,0,0,11.9,5.2,160,1010,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-06T01:00:00,84.3,86.6,66.3,54.84,0,0,,0,0,13,3.4,178.4,1006,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,43128599999
"17.4116, 78.3987",2022-05-06T02:00:00,82.7,85.4,67.4,60.02,0,0,,0,0,13.4,0.8,120,1005.1,57.6,5.6,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T03:00:00,80.6,83.3,68,65.56,0,0,,0,0,11.4,7,140,1009,50,3.1,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-06T04:00:00,78.8,78.8,68,69.55,0,0,,0,0,12.3,6.4,130,1009,50,3.1,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-06T05:00:00,80.2,84.1,71.8,75.65,0,0,,0,0,14.5,0.7,211.4,1005.7,42.4,5.5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T06:00:00,77,77,68,73.8,0,0,,0,0,15.9,8.6,255,1010,50,3.1,0,,0,10,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-06T07:00:00,82.3,86,69.7,65.76,0,0,,0,0,14.8,4,249,1011,50,3.6,26,0.1,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T08:00:00,87.4,90,66.3,49.65,0,0,,0,0,16.3,5.5,252,1009,35.5,4.8,219,0.8,2,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T09:00:00,88.2,91.8,67.9,51.14,0,0,,0,0,12.3,6.7,298,1012,30.9,3.7,460,1.7,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T10:00:00,91.8,96,68,45.88,0,0,,0,0,8.5,7,299,1011,30.9,3.7,684,2.5,7,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T11:00:00,95.9,99,65.4,36.88,0,0,,0,0,8.1,5.8,287,1007.7,47.1,4.9,867,3.1,9,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T12:00:00,95.7,98.9,65.7,37.57,0,0,,0,0,6.7,4.4,330,1010,6.6,3.7,994,3.6,10,10,Clear,clear-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T13:00:00,99.5,100.5,60.9,28.23,0,0,,0,0,6.9,6.9,30,1008,50,3.7,1045,3.8,10,10,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-06T14:00:00,101.2,99.9,55.4,22.09,0,0,,0,0,8.3,4.3,342,1005.1,45.4,4.9,1024,3.7,10,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T15:00:00,99.1,98.2,56.8,24.69,0,0,,0,0,10.3,4,11,1007.8,50,3.7,931,3.4,9,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T16:00:00,98.9,98.4,58.1,26.06,0,0,,0,0,9.6,4.3,350,1006.8,50,3.7,774,2.8,8,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T17:00:00,99.8,98.2,54.7,22.39,0,0,,0,0,8.9,3.2,28,1003.5,45.3,4.9,566,2,6,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T18:00:00,95.7,94.3,56.4,26.99,0,0,,0,0,9.4,3.2,30,1007,12,3.7,320,1.2,3,10,Clear,clear-day,"43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T19:00:00,87.4,87.1,59.9,39.61,0,0,,0,0,13.9,0.9,9,1008,12,3.7,76,0.3,0,10,Clear,clear-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T20:00:00,87.8,87.3,59.4,38.46,0,0,,0,0,13.9,1.4,60,1005.9,42.4,4.9,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T21:00:00,87.8,89.8,65.3,47.34,0,0,,0,0,14.1,4,125,1010,12,3.7,0,,0,10,Clear,clear-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116, 78.3987",2022-05-06T22:00:00,85.1,85.9,62.6,46.86,0,0,,0,0,7.6,10.9,140,1010,50,3.7,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116, 78.3987",2022-05-06T23:00:00,85.6,88.5,67.2,54.33,0,0,,0,0,12.8,7.7,176,1004.8,50,5.9,0,,0,10,Partially cloudy,partly-cloudy-night,"4,31,28,59,99,99,43,12,00,00,000"
"17.4116, 78.3987",2022-05-07T00:00:00,82.4,84.6,66.2,58.11,0,0,,0,0,20.6,8.6,190,1009,50,3.7,0,,0,30,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
